"Carrier","Departure Delay","Arrival Delay"
"DL",-3.00,-26.00
"DL",-3.00,-26.00
"DL",-3.00,-26.00
"DL",-3.00,-26.00
"DL",-3.00,-26.00
"DL",-3.00,-26.00
"DL",-3.00,-26.00
"DL",-3.00,-26.00
"DL",-3.00,-26.00
"DL",-3.00,-26.00
"DL",-3.00,-26.00
"DL",-3.00,-26.00
"DL",-3.00,-26.00
"DL",-3.00,-26.00
"DL",-3.00,-26.00
"DL",-3.00,-26.00
"DL",-3.00,-26.00
"DL",-3.00,-26.00
"DL",-3.00,-26.00
"DL",-3.00,-26.00
"DL",-3.00,-26.00
"DL",-3.00,-26.00
"DL",-3.00,-26.00
"DL",-3.00,-26.00
"DL",-3.00,-26.00
"DL",-3.00,-26.00
"DL",-3.00,-26.00
"DL",-3.00,-26.00
"DL",-3.00,-26.00
"DL",-3.00,-26.00
"DL",-3.00,-26.00
"DL",-3.00,-26.00
"DL",-3.00,-26.00
"DL",-3.00,-26.00
"DL",-3.00,-26.00
"DL",-3.00,-26.00
"DL",-3.00,-26.00
"DL",-3.00,-26.00
"DL",-3.00,-26.00
"DL",-3.00,-26.00
"DL",-3.00,-26.00
"DL",-3.00,-27.00
"DL",-3.00,-27.00
"DL",-3.00,-27.00
"DL",-3.00,-27.00
"DL",-3.00,-27.00
"DL",-3.00,-27.00
"DL",-3.00,-27.00
"DL",-3.00,-27.00
"DL",-3.00,-27.00
"DL",-3.00,-27.00
"DL",-3.00,-27.00
"DL",-3.00,-27.00
"DL",-3.00,-27.00
"DL",-3.00,-27.00
"DL",-3.00,-27.00
"DL",-3.00,-27.00
"DL",-3.00,-27.00
"DL",-3.00,-27.00
"DL",-3.00,-27.00
"DL",-3.00,-27.00
"DL",-3.00,-27.00
"DL",-3.00,-27.00
"DL",-3.00,-27.00
"DL",-3.00,-27.00
"DL",-3.00,-27.00
"DL",-3.00,-27.00
"DL",-3.00,-27.00
"DL",-3.00,-27.00
"DL",-3.00,-27.00
"DL",-3.00,-27.00
"DL",-3.00,-27.00
"DL",-3.00,-27.00
"DL",-3.00,-27.00
"DL",-3.00,-27.00
"DL",-3.00,-27.00
"DL",-3.00,-27.00
"DL",-3.00,-27.00
"DL",-3.00,-27.00
"DL",-3.00,-27.00
"DL",-3.00,-27.00
"DL",-3.00,-27.00
"DL",-3.00,-27.00
"DL",-3.00,-27.00
"DL",-3.00,-27.00
"DL",-3.00,-27.00
"DL",-3.00,-27.00
"DL",-3.00,-27.00
"DL",-3.00,-27.00
"DL",-3.00,-27.00
"DL",-3.00,-27.00
"DL",-3.00,-27.00
"DL",-3.00,-27.00
"DL",-3.00,-27.00
"DL",-3.00,-27.00
"DL",-3.00,-27.00
"DL",-3.00,-27.00
"DL",-3.00,-27.00
"DL",-3.00,-27.00
"DL",-3.00,-27.00
"DL",-3.00,-27.00
"DL",-3.00,-27.00
"DL",-3.00,-27.00
"DL",-3.00,-27.00
"DL",-3.00,-27.00
"DL",-3.00,-27.00
"DL",-3.00,-27.00
"DL",-3.00,-27.00
"DL",-3.00,-27.00
"DL",-3.00,-27.00
"DL",-3.00,-27.00
"DL",-3.00,-27.00
"DL",-3.00,-28.00
"DL",-3.00,-28.00
"DL",-3.00,-28.00
"DL",-3.00,-28.00
"DL",-3.00,-28.00
"DL",-3.00,-28.00
"DL",-3.00,-28.00
"DL",-3.00,-28.00
"DL",-3.00,-28.00
"DL",-3.00,-28.00
"DL",-3.00,-28.00
"DL",-3.00,-28.00
"DL",-3.00,-28.00
"DL",-3.00,-28.00
"DL",-3.00,-28.00
"DL",-3.00,-28.00
"DL",-3.00,-28.00
"DL",-3.00,-28.00
"DL",-3.00,-28.00
"DL",-3.00,-28.00
"DL",-3.00,-28.00
"DL",-3.00,-28.00
"DL",-3.00,-28.00
"DL",-3.00,-28.00
"DL",-3.00,-28.00
"DL",-3.00,-28.00
"DL",-3.00,-28.00
"DL",-3.00,-28.00
"DL",-3.00,-28.00
"DL",-3.00,-28.00
"DL",-3.00,-28.00
"DL",-3.00,-28.00
"DL",-3.00,-28.00
"DL",-3.00,-28.00
"DL",-3.00,-28.00
"DL",-3.00,-28.00
"DL",-3.00,-28.00
"DL",-3.00,-28.00
"DL",-3.00,-28.00
"DL",-3.00,-28.00
"DL",-3.00,-28.00
"DL",-3.00,-28.00
"DL",-3.00,-28.00
"DL",-3.00,-28.00
"DL",-3.00,-28.00
"DL",-3.00,-28.00
"DL",-3.00,-28.00
"DL",-3.00,-28.00
"DL",-3.00,-28.00
"DL",-3.00,-28.00
"DL",-3.00,-28.00
"DL",-3.00,-28.00
"DL",-3.00,-28.00
"DL",-3.00,-28.00
"DL",-3.00,-28.00
"DL",-3.00,-28.00
"DL",-3.00,-28.00
"DL",-3.00,-28.00
"DL",-3.00,-28.00
"DL",-3.00,-28.00
"DL",-3.00,-28.00
"DL",-3.00,-28.00
"DL",-3.00,-28.00
"DL",-3.00,-28.00
"DL",-3.00,-28.00
"DL",-3.00,-28.00
"DL",-3.00,-28.00
"DL",-3.00,-28.00
"DL",-3.00,-28.00
"DL",-3.00,-29.00
"DL",-3.00,-29.00
"DL",-3.00,-29.00
"DL",-3.00,-29.00
"DL",-3.00,-29.00
"DL",-3.00,-29.00
"DL",-3.00,-29.00
"DL",-3.00,-29.00
"DL",-3.00,-29.00
"DL",-3.00,-29.00
"DL",-3.00,-29.00
"DL",-3.00,-29.00
"DL",-3.00,-29.00
"DL",-3.00,-29.00
"DL",-3.00,-29.00
"DL",-3.00,-29.00
"DL",-3.00,-29.00
"DL",-3.00,-29.00
"DL",-3.00,-29.00
"DL",-3.00,-29.00
"DL",-3.00,-29.00
"DL",-3.00,-29.00
"DL",-3.00,-29.00
"DL",-3.00,-29.00
"DL",-3.00,-29.00
"DL",-3.00,-29.00
"DL",-3.00,-29.00
"DL",-3.00,-29.00
"DL",-3.00,-29.00
"DL",-3.00,-29.00
"DL",-3.00,-29.00
"DL",-3.00,-29.00
"DL",-3.00,-29.00
"DL",-3.00,-29.00
"DL",-3.00,-29.00
"DL",-3.00,-29.00
"DL",-3.00,-29.00
"DL",-3.00,-29.00
"DL",-3.00,-29.00
"DL",-3.00,-29.00
"DL",-3.00,-29.00
"DL",-3.00,-29.00
"DL",-3.00,-29.00
"DL",-3.00,-29.00
"DL",-3.00,-29.00
"DL",-3.00,-29.00
"DL",-3.00,-29.00
"DL",-3.00,-29.00
"DL",-3.00,-29.00
"DL",-3.00,-29.00
"DL",-3.00,-29.00
"DL",-3.00,-29.00
"DL",-3.00,-29.00
"DL",-3.00,-29.00
"DL",-3.00,-29.00
"DL",-3.00,-29.00
"DL",-3.00,-29.00
"DL",-3.00,-29.00
"DL",-3.00,-29.00
"DL",-3.00,-29.00
"DL",-3.00,-29.00
"DL",-3.00,-29.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-3.00
"DL",-3.00,-30.00
"DL",-3.00,-30.00
"DL",-3.00,-30.00
"DL",-3.00,-30.00
"DL",-3.00,-30.00
"DL",-3.00,-30.00
"DL",-3.00,-30.00
"DL",-3.00,-30.00
"DL",-3.00,-30.00
"DL",-3.00,-30.00
"DL",-3.00,-30.00
"DL",-3.00,-30.00
"DL",-3.00,-30.00
"DL",-3.00,-30.00
"DL",-3.00,-30.00
"DL",-3.00,-30.00
"DL",-3.00,-30.00
"DL",-3.00,-30.00
"DL",-3.00,-30.00
"DL",-3.00,-30.00
"DL",-3.00,-30.00
"DL",-3.00,-30.00
"DL",-3.00,-30.00
"DL",-3.00,-30.00
"DL",-3.00,-30.00
"DL",-3.00,-30.00
"DL",-3.00,-30.00
"DL",-3.00,-30.00
"DL",-3.00,-30.00
"DL",-3.00,-30.00
"DL",-3.00,-30.00
"DL",-3.00,-30.00
"DL",-3.00,-30.00
"DL",-3.00,-30.00
"DL",-3.00,-30.00
"DL",-3.00,-30.00
"DL",-3.00,-30.00
"DL",-3.00,-30.00
"DL",-3.00,-30.00
"DL",-3.00,-30.00
"DL",-3.00,-30.00
"DL",-3.00,-30.00
"DL",-3.00,-30.00
"DL",-3.00,-30.00
"DL",-3.00,-30.00
"DL",-3.00,-30.00
"DL",-3.00,-30.00
"DL",-3.00,-30.00
"DL",-3.00,-30.00
"DL",-3.00,-30.00
"DL",-3.00,-31.00
"DL",-3.00,-31.00
"DL",-3.00,-31.00
"DL",-3.00,-31.00
"DL",-3.00,-31.00
"DL",-3.00,-31.00
"DL",-3.00,-31.00
"DL",-3.00,-31.00
"DL",-3.00,-31.00
"DL",-3.00,-31.00
"DL",-3.00,-31.00
"DL",-3.00,-31.00
"DL",-3.00,-31.00
"DL",-3.00,-31.00
"DL",-3.00,-31.00
"DL",-3.00,-31.00
"DL",-3.00,-31.00
"DL",-3.00,-31.00
"DL",-3.00,-31.00
"DL",-3.00,-31.00
"DL",-3.00,-31.00
"DL",-3.00,-31.00
"DL",-3.00,-31.00
"DL",-3.00,-31.00
"DL",-3.00,-31.00
"DL",-3.00,-31.00
"DL",-3.00,-31.00
"DL",-3.00,-31.00
"DL",-3.00,-31.00
"DL",-3.00,-31.00
"DL",-3.00,-31.00
"DL",-3.00,-31.00
"DL",-3.00,-31.00
"DL",-3.00,-31.00
"DL",-3.00,-31.00
"DL",-3.00,-31.00
"DL",-3.00,-31.00
"DL",-3.00,-31.00
"DL",-3.00,-31.00
"DL",-3.00,-31.00
"DL",-3.00,-31.00
"DL",-3.00,-31.00
"DL",-3.00,-31.00
"DL",-3.00,-31.00
"DL",-3.00,-31.00
"DL",-3.00,-32.00
"DL",-3.00,-32.00
"DL",-3.00,-32.00
"DL",-3.00,-32.00
"DL",-3.00,-32.00
"DL",-3.00,-32.00
"DL",-3.00,-32.00
"DL",-3.00,-32.00
"DL",-3.00,-32.00
"DL",-3.00,-32.00
"DL",-3.00,-32.00
"DL",-3.00,-32.00
"DL",-3.00,-32.00
"DL",-3.00,-32.00
"DL",-3.00,-32.00
"DL",-3.00,-32.00
"DL",-3.00,-32.00
"DL",-3.00,-32.00
"DL",-3.00,-32.00
"DL",-3.00,-32.00
"DL",-3.00,-32.00
"DL",-3.00,-32.00
"DL",-3.00,-32.00
"DL",-3.00,-32.00
"DL",-3.00,-32.00
"DL",-3.00,-32.00
"DL",-3.00,-32.00
"DL",-3.00,-32.00
"DL",-3.00,-32.00
"DL",-3.00,-32.00
"DL",-3.00,-32.00
"DL",-3.00,-32.00
"DL",-3.00,-32.00
"DL",-3.00,-32.00
"DL",-3.00,-32.00
"DL",-3.00,-32.00
"DL",-3.00,-32.00
"DL",-3.00,-32.00
"DL",-3.00,-32.00
"DL",-3.00,-33.00
"DL",-3.00,-33.00
"DL",-3.00,-33.00
"DL",-3.00,-33.00
"DL",-3.00,-33.00
"DL",-3.00,-33.00
"DL",-3.00,-33.00
"DL",-3.00,-33.00
"DL",-3.00,-33.00
"DL",-3.00,-33.00
"DL",-3.00,-33.00
"DL",-3.00,-33.00
"DL",-3.00,-33.00
"DL",-3.00,-33.00
"DL",-3.00,-33.00
"DL",-3.00,-33.00
"DL",-3.00,-33.00
"DL",-3.00,-33.00
"DL",-3.00,-33.00
"DL",-3.00,-33.00
"DL",-3.00,-33.00
"DL",-3.00,-33.00
"DL",-3.00,-33.00
"DL",-3.00,-33.00
"DL",-3.00,-33.00
"DL",-3.00,-33.00
"DL",-3.00,-33.00
"DL",-3.00,-33.00
"DL",-3.00,-33.00
"DL",-3.00,-33.00
"DL",-3.00,-33.00
"DL",-3.00,-33.00
"DL",-3.00,-33.00
"DL",-3.00,-33.00
"DL",-3.00,-33.00
"DL",-3.00,-33.00
"DL",-3.00,-33.00
"DL",-3.00,-33.00
"DL",-3.00,-33.00
"DL",-3.00,-34.00
"DL",-3.00,-34.00
"DL",-3.00,-34.00
"DL",-3.00,-34.00
"DL",-3.00,-34.00
"DL",-3.00,-34.00
"DL",-3.00,-34.00
"DL",-3.00,-34.00
"DL",-3.00,-34.00
"DL",-3.00,-34.00
"DL",-3.00,-34.00
"DL",-3.00,-34.00
"DL",-3.00,-34.00
"DL",-3.00,-34.00
"DL",-3.00,-34.00
"DL",-3.00,-34.00
"DL",-3.00,-34.00
"DL",-3.00,-34.00
"DL",-3.00,-34.00
"DL",-3.00,-34.00
"DL",-3.00,-34.00
"DL",-3.00,-34.00
"DL",-3.00,-34.00
"DL",-3.00,-34.00
"DL",-3.00,-34.00
"DL",-3.00,-34.00
"DL",-3.00,-34.00
"DL",-3.00,-34.00
"DL",-3.00,-34.00
"DL",-3.00,-34.00
"DL",-3.00,-35.00
"DL",-3.00,-35.00
"DL",-3.00,-35.00
"DL",-3.00,-35.00
"DL",-3.00,-35.00
"DL",-3.00,-35.00
"DL",-3.00,-35.00
"DL",-3.00,-35.00
"DL",-3.00,-35.00
"DL",-3.00,-35.00
"DL",-3.00,-35.00
"DL",-3.00,-35.00
"DL",-3.00,-35.00
"DL",-3.00,-35.00
"DL",-3.00,-35.00
"DL",-3.00,-35.00
"DL",-3.00,-35.00
"DL",-3.00,-35.00
"DL",-3.00,-35.00
"DL",-3.00,-35.00
"DL",-3.00,-35.00
"DL",-3.00,-35.00
"DL",-3.00,-35.00
"DL",-3.00,-35.00
"DL",-3.00,-36.00
"DL",-3.00,-36.00
"DL",-3.00,-36.00
"DL",-3.00,-36.00
"DL",-3.00,-36.00
"DL",-3.00,-36.00
"DL",-3.00,-36.00
"DL",-3.00,-36.00
"DL",-3.00,-36.00
"DL",-3.00,-36.00
"DL",-3.00,-36.00
"DL",-3.00,-36.00
"DL",-3.00,-36.00
"DL",-3.00,-36.00
"DL",-3.00,-36.00
"DL",-3.00,-37.00
"DL",-3.00,-37.00
"DL",-3.00,-37.00
"DL",-3.00,-37.00
"DL",-3.00,-37.00
"DL",-3.00,-37.00
"DL",-3.00,-37.00
"DL",-3.00,-37.00
"DL",-3.00,-37.00
"DL",-3.00,-37.00
"DL",-3.00,-37.00
"DL",-3.00,-37.00
"DL",-3.00,-37.00
"DL",-3.00,-37.00
"DL",-3.00,-37.00
"DL",-3.00,-37.00
"DL",-3.00,-37.00
"DL",-3.00,-37.00
"DL",-3.00,-37.00
"DL",-3.00,-37.00
"DL",-3.00,-37.00
"DL",-3.00,-37.00
"DL",-3.00,-38.00
"DL",-3.00,-38.00
"DL",-3.00,-38.00
"DL",-3.00,-38.00
"DL",-3.00,-38.00
"DL",-3.00,-38.00
"DL",-3.00,-38.00
"DL",-3.00,-38.00
"DL",-3.00,-38.00
"DL",-3.00,-38.00
"DL",-3.00,-38.00
"DL",-3.00,-38.00
"DL",-3.00,-38.00
"DL",-3.00,-38.00
"DL",-3.00,-38.00
"DL",-3.00,-38.00
"DL",-3.00,-38.00
"DL",-3.00,-38.00
"DL",-3.00,-38.00
"DL",-3.00,-39.00
"DL",-3.00,-39.00
"DL",-3.00,-39.00
"DL",-3.00,-39.00
"DL",-3.00,-39.00
"DL",-3.00,-39.00
"DL",-3.00,-39.00
"DL",-3.00,-39.00
"DL",-3.00,-39.00
"DL",-3.00,-39.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-4.00
"DL",-3.00,-40.00
"DL",-3.00,-40.00
"DL",-3.00,-40.00
"DL",-3.00,-40.00
"DL",-3.00,-40.00
"DL",-3.00,-40.00
"DL",-3.00,-40.00
"DL",-3.00,-40.00
"DL",-3.00,-40.00
"DL",-3.00,-40.00
"DL",-3.00,-40.00
"DL",-3.00,-40.00
"DL",-3.00,-40.00
"DL",-3.00,-41.00
"DL",-3.00,-41.00
"DL",-3.00,-41.00
"DL",-3.00,-41.00
"DL",-3.00,-41.00
"DL",-3.00,-41.00
"DL",-3.00,-41.00
"DL",-3.00,-41.00
"DL",-3.00,-42.00
"DL",-3.00,-42.00
"DL",-3.00,-42.00
"DL",-3.00,-42.00
"DL",-3.00,-42.00
"DL",-3.00,-42.00
"DL",-3.00,-42.00
"DL",-3.00,-42.00
"DL",-3.00,-42.00
"DL",-3.00,-43.00
"DL",-3.00,-43.00
"DL",-3.00,-43.00
"DL",-3.00,-43.00
"DL",-3.00,-43.00
"DL",-3.00,-43.00
"DL",-3.00,-43.00
"DL",-3.00,-43.00
"DL",-3.00,-44.00
"DL",-3.00,-44.00
"DL",-3.00,-44.00
"DL",-3.00,-45.00
"DL",-3.00,-45.00
"DL",-3.00,-45.00
"DL",-3.00,-45.00
"DL",-3.00,-45.00
"DL",-3.00,-45.00
"DL",-3.00,-45.00
"DL",-3.00,-46.00
"DL",-3.00,-46.00
"DL",-3.00,-46.00
"DL",-3.00,-46.00
"DL",-3.00,-47.00
"DL",-3.00,-47.00
"DL",-3.00,-47.00
"DL",-3.00,-47.00
"DL",-3.00,-47.00
"DL",-3.00,-47.00
"DL",-3.00,-48.00
"DL",-3.00,-49.00
"DL",-3.00,-49.00
"DL",-3.00,-49.00
"DL",-3.00,-5.00
"DL",-3.00,-5.00
"DL",-3.00,-5.00
"DL",-3.00,-5.00
"DL",-3.00,-5.00
"DL",-3.00,-5.00
"DL",-3.00,-5.00
"DL",-3.00,-5.00
"DL",-3.00,-5.00
"DL",-3.00,-5.00
"DL",-3.00,-5.00
"DL",-3.00,-5.00
"DL",-3.00,-5.00
"DL",-3.00,-5.00
"DL",-3.00,-5.00
"DL",-3.00,-5.00
"DL",-3.00,-5.00
"DL",-3.00,-5.00
"DL",-3.00,-5.00
"DL",-3.00,-5.00
"DL",-3.00,-5.00
"DL",-3.00,-5.00
"DL",-3.00,-5.00
"DL",-3.00,-5.00
"DL",-3.00,-5.00
"DL",-3.00,-5.00
"DL",-3.00,-5.00
"DL",-3.00,-5.00
"DL",-3.00,-5.00
"DL",-3.00,-5.00
"DL",-3.00,-5.00
"DL",-3.00,-5.00
"DL",-3.00,-5.00
"DL",-3.00,-5.00
"DL",-3.00,-5.00
"DL",-3.00,-5.00
"DL",-3.00,-5.00
"DL",-3.00,-5.00
"DL",-3.00,-5.00
